# num_vertices: 51842
# num_edges: 426124
# min_x: -71.6522
# min_y: -122.577
# min_z: -30.2009
# Offset added
# min_x: 0
# min_y: 0
# min_z: 0
# min vertex degree: 6
# max vertex degree: 1246
# Vertices: 51842
# Add offset (x y z) to get original positions: (-71.652210 -122.577140 -30.200880)
# Position (x y z)	Area
92.719710 100.422180 119.050970 	rh.superiorfrontal
89.693330 100.149540 120.133670 	rh.superiorfrontal
80.427230 103.550700 113.137650 	rh.superiorfrontal
79.219650 103.537200 113.879860 	rh.superiorfrontal
80.020130 104.189120 111.698300 	rh.superiorfrontal
82.189240 103.449070 114.044240 	rh.superiorfrontal
92.986250 99.137430 114.795630 	rh.superiorfrontal
92.736600 99.000850 111.961080 	rh.superiorfrontal
93.033710 98.795530 109.515660 	rh.superiorfrontal
74.723330 102.038240 107.571770 	rh.superiorfrontal
75.309180 102.905930 108.678890 	rh.superiorfrontal
75.097910 101.673420 106.061600 	rh.superiorfrontal
76.419580 103.323540 109.035630 	rh.superiorfrontal
78.322040 103.318510 106.864350 	rh.superiorfrontal
74.989800 105.033420 105.718190 	rh.superiorfrontal
77.596550 103.467680 107.973760 	rh.superiorfrontal
79.780130 103.620090 106.606180 	rh.superiorfrontal
95.211560 99.250180 107.328800 	rh.superiorfrontal
71.012500 100.869300 98.456080 	rh.superiorfrontal
71.973200 99.539420 92.008040 	rh.superiorfrontal
93.869220 100.857110 118.002140 	rh.superiorfrontal
92.650530 101.678700 120.588850 	rh.superiorfrontal
93.945930 100.153410 116.005510 	rh.superiorfrontal
94.868470 102.338880 118.412630 	rh.superiorfrontal
93.444530 99.541700 112.964900 	rh.superiorfrontal
93.858920 99.453400 110.429810 	rh.superiorfrontal
78.865450 104.057440 110.642550 	rh.superiorfrontal
81.583790 104.936970 112.364890 	rh.superiorfrontal
77.003790 103.657380 110.768190 	rh.superiorfrontal
78.943960 104.040510 108.979520 	rh.superiorfrontal
95.254630 100.318670 110.577370 	rh.superiorfrontal
96.384840 100.857450 108.110790 	rh.superiorfrontal
79.315860 103.396710 106.088470 	rh.superiorfrontal
96.151500 101.850730 101.905190 	rh.superiorfrontal
95.847360 103.155990 102.958700 	rh.superiorfrontal
72.575100 102.972980 102.461880 	rh.superiorfrontal
71.745090 102.758080 101.280890 	rh.superiorfrontal
75.967760 101.155320 91.085020 	rh.superiorfrontal
72.748000 101.121780 91.481170 	rh.superiorfrontal
95.119770 101.320360 115.202390 	rh.superiorfrontal
94.889410 100.547080 112.366490 	rh.superiorfrontal
95.604970 101.309760 113.394110 	rh.superiorfrontal
96.222950 101.190680 109.812170 	rh.superiorfrontal
96.885970 102.828000 111.264410 	rh.superiorfrontal
96.895660 102.149410 107.602170 	rh.superiorfrontal
96.835420 104.020000 108.723830 	rh.superiorfrontal
96.300730 103.283750 104.951310 	rh.superiorfrontal
70.910860 102.175650 97.090550 	rh.superiorfrontal
74.309370 101.637710 90.822980 	rh.superiorfrontal
74.360990 103.101230 90.609270 	rh.superiorfrontal
71.907050 102.121110 92.006590 	rh.superiorfrontal
90.171150 101.374820 121.149190 	rh.superiorfrontal
87.600930 102.033390 120.684770 	rh.superiorfrontal
95.620240 102.295700 116.589890 	rh.superiorfrontal
95.116670 103.627490 119.185950 	rh.superiorfrontal
96.347780 103.474980 116.502700 	rh.superiorfrontal
84.220230 103.603940 116.674290 	rh.superiorfrontal
82.582600 104.596240 113.998280 	rh.superiorfrontal
96.633210 102.718670 113.057220 	rh.superiorfrontal
96.876600 103.908580 114.778320 	rh.superiorfrontal
96.987620 104.365330 110.684680 	rh.superiorfrontal
95.877260 104.832220 106.413820 	rh.superiorfrontal
73.866910 103.818760 103.417440 	rh.superiorfrontal
71.363770 104.077760 100.209160 	rh.superiorfrontal
70.954320 102.463370 94.776940 	rh.superiorfrontal
71.022160 103.784230 98.096630 	rh.superiorfrontal
72.653660 118.265800 97.570470 	rh.superiorfrontal
72.791450 103.343720 91.293110 	rh.superiorfrontal
76.726410 103.120370 89.510850 	rh.superiorfrontal
91.378900 101.720230 121.357280 	rh.superiorfrontal
91.650450 103.225670 122.137670 	rh.superiorfrontal
92.922080 103.184130 121.369230 	rh.superiorfrontal
88.721040 102.480410 121.933620 	rh.superiorfrontal
86.381260 102.677400 120.250010 	rh.superiorfrontal
84.781710 103.543380 118.219250 	rh.superiorfrontal
96.123500 104.438220 118.054150 	rh.superiorfrontal
83.532540 104.865590 115.842400 	rh.superiorfrontal
97.299050 105.355530 115.124330 	rh.superiorfrontal
96.720540 105.570280 117.186550 	rh.superiorfrontal
97.023310 106.658040 113.889120 	rh.superiorfrontal
96.714170 106.412370 111.930970 	rh.superiorfrontal
96.273610 105.259390 108.246830 	rh.superiorfrontal
95.415480 106.829420 109.147920 	rh.superiorfrontal
93.728660 106.623420 106.496270 	rh.superiorfrontal
71.483180 106.061880 100.830540 	rh.superiorfrontal
70.946340 105.013110 96.797020 	rh.superiorfrontal
72.095990 104.384560 91.918710 	rh.superiorfrontal
70.946200 105.123890 94.840950 	rh.superiorfrontal
75.364490 103.675700 90.060940 	rh.superiorfrontal
72.662510 105.540810 91.396560 	rh.superiorfrontal
77.619110 104.008230 88.528660 	rh.superiorfrontal
77.401930 105.342470 88.322260 	rh.superiorfrontal
79.620430 104.992400 86.502250 	rh.superiorfrontal
78.684840 106.218930 87.160970 	rh.superiorfrontal
90.610720 104.109280 122.967210 	rh.superiorfrontal
88.888010 103.709470 122.970120 	rh.superiorfrontal
93.384760 104.506770 121.203630 	rh.superiorfrontal
94.510920 104.724870 120.146610 	rh.superiorfrontal
92.494150 105.914300 122.214470 	rh.superiorfrontal
95.312050 106.441930 119.661010 	rh.superiorfrontal
85.648290 103.929920 121.524260 	rh.superiorfrontal
84.111380 104.733410 119.715130 	rh.superiorfrontal
81.514120 105.579880 112.471670 	rh.superiorfrontal
95.703840 107.637080 110.872330 	rh.superiorfrontal
94.197970 107.307080 108.336590 	rh.superiorfrontal
71.044890 106.641540 96.381290 	rh.superiorfrontal
71.044750 106.752370 94.426360 	rh.superiorfrontal
74.959070 105.337000 89.814220 	rh.superiorfrontal
76.103800 106.115830 89.056610 	rh.superiorfrontal
76.154130 107.980670 89.344530 	rh.superiorfrontal
78.569800 107.828450 87.307870 	rh.superiorfrontal
87.793020 104.484280 123.527090 	rh.superiorfrontal
86.198260 104.401280 122.974260 	rh.superiorfrontal
88.283460 105.885390 124.169030 	rh.superiorfrontal
90.992780 105.475250 123.209620 	rh.superiorfrontal
85.315690 105.396070 123.521870 	rh.superiorfrontal
84.308210 104.811340 121.154940 	rh.superiorfrontal
96.514850 106.476720 117.832750 	rh.superiorfrontal
96.991620 107.693200 116.747450 	rh.superiorfrontal
96.920530 108.089340 114.864910 	rh.superiorfrontal
96.327600 109.217880 114.532360 	rh.superiorfrontal
83.412270 105.830760 116.518340 	rh.superiorfrontal
94.922520 108.879900 111.597620 	rh.superiorfrontal
92.813560 108.155460 108.337640 	rh.superiorfrontal
72.070830 106.022390 103.610240 	rh.superiorfrontal
71.454780 106.651030 102.356140 	rh.superiorfrontal
71.759600 107.906490 102.856370 	rh.superiorfrontal
71.294790 107.233050 99.480680 	rh.superiorfrontal
71.179400 107.427450 97.297940 	rh.superiorfrontal
71.917900 108.670750 99.846470 	rh.superiorfrontal
71.802900 109.077370 96.821270 	rh.superiorfrontal
81.114530 108.306670 85.633200 	rh.superiorfrontal
79.854070 108.706520 86.868650 	rh.superiorfrontal
87.208980 106.576430 124.446090 	rh.superiorfrontal
85.835970 106.170120 124.351760 	rh.superiorfrontal
86.762110 108.246200 124.611260 	rh.superiorfrontal
89.760510 106.476610 123.853340 	rh.superiorfrontal
90.381160 107.868510 123.337310 	rh.superiorfrontal
84.704610 107.358610 124.603460 	rh.superiorfrontal
84.022950 105.763260 122.614670 	rh.superiorfrontal
92.183520 107.534220 122.258260 	rh.superiorfrontal
95.063160 107.498510 120.078590 	rh.superiorfrontal
95.597490 108.682990 119.505340 	rh.superiorfrontal
94.127120 108.511510 120.956840 	rh.superiorfrontal
83.048170 105.724590 119.507610 	rh.superiorfrontal
96.323160 108.842900 118.003590 	rh.superiorfrontal
95.408150 109.482210 113.180500 	rh.superiorfrontal
96.126250 109.975230 115.879950 	rh.superiorfrontal
83.108140 105.911810 118.095780 	rh.superiorfrontal
82.328910 106.263280 116.131920 	rh.superiorfrontal
93.571300 109.304140 110.881150 	rh.superiorfrontal
92.544810 109.057120 109.496990 	rh.superiorfrontal
93.238400 110.368370 112.383880 	rh.superiorfrontal
91.232400 110.000460 109.492590 	rh.superiorfrontal
78.968190 104.795210 110.277240 	rh.superiorfrontal
80.037600 105.159180 111.540690 	rh.superiorfrontal
77.144240 105.098270 110.330050 	rh.superiorfrontal
76.131870 105.103660 108.893000 	rh.superiorfrontal
74.236420 105.998600 107.007150 	rh.superiorfrontal
74.829560 105.770450 108.733410 	rh.superiorfrontal
73.391090 107.069610 106.711000 	rh.superiorfrontal
72.375660 107.277730 104.110470 	rh.superiorfrontal
72.473330 109.165690 102.533260 	rh.superiorfrontal
72.418360 109.368680 98.475440 	rh.superiorfrontal
72.540920 109.536570 101.158930 	rh.superiorfrontal
73.763460 110.197510 98.107940 	rh.superiorfrontal
74.212780 110.245930 96.420730 	rh.superiorfrontal
74.222910 110.512070 99.037470 	rh.superiorfrontal
72.812930 109.580830 95.608720 	rh.superiorfrontal
76.475870 110.440090 96.341190 	rh.superiorfrontal
75.352250 110.215810 95.514810 	rh.superiorfrontal
76.185890 110.830190 97.525290 	rh.superiorfrontal
75.181400 109.790860 93.716390 	rh.superiorfrontal
76.088210 110.299940 92.954630 	rh.superiorfrontal
76.074460 110.189240 91.496270 	rh.superiorfrontal
75.306510 108.868580 90.608250 	rh.superiorfrontal
77.132350 110.901230 91.006320 	rh.superiorfrontal
77.337220 108.816840 88.757070 	rh.superiorfrontal
77.547490 110.416740 89.530860 	rh.superiorfrontal
83.322010 107.277760 124.052430 	rh.superiorfrontal
85.094020 108.547830 124.757780 	rh.superiorfrontal
89.305940 109.137220 123.443800 	rh.superiorfrontal
83.159580 106.456470 122.894650 	rh.superiorfrontal
82.316440 108.075270 124.167370 	rh.superiorfrontal
92.940280 108.856880 121.640090 	rh.superiorfrontal
82.122470 106.542000 121.958290 	rh.superiorfrontal
94.662500 109.695990 120.384730 	rh.superiorfrontal
94.439820 110.363230 113.659210 	rh.superiorfrontal
92.107890 111.172960 112.560800 	rh.superiorfrontal
75.107360 106.502870 115.095730 	rh.superiorfrontal
75.520060 105.996450 113.799450 	rh.superiorfrontal
76.254710 106.306670 116.432320 	rh.superiorfrontal
74.239930 107.619420 115.006450 	rh.superiorfrontal
77.092040 105.555810 114.457060 	rh.superiorfrontal
77.938470 105.204490 113.253880 	rh.superiorfrontal
77.515870 105.780290 115.860950 	rh.superiorfrontal
75.218070 105.860020 112.184410 	rh.superiorfrontal
79.479760 105.370010 113.218980 	rh.superiorfrontal
80.227490 105.737100 115.026000 	rh.superiorfrontal
76.672250 105.296720 111.628390 	rh.superiorfrontal
91.128370 111.051960 111.053660 	rh.superiorfrontal
90.374980 110.277220 108.361990 	rh.superiorfrontal
81.586100 106.035140 114.742220 	rh.superiorfrontal
74.254000 106.955920 111.893900 	rh.superiorfrontal
74.147200 107.003650 110.368650 	rh.superiorfrontal
73.688440 108.208930 113.418530 	rh.superiorfrontal
73.666760 108.415330 110.132610 	rh.superiorfrontal
73.557060 108.567800 107.045570 	rh.superiorfrontal
73.500830 110.549070 100.717430 	rh.superiorfrontal
74.766020 111.314030 101.122300 	rh.superiorfrontal
75.072750 111.084410 98.474310 	rh.superiorfrontal
75.553660 111.475570 99.720200 	rh.superiorfrontal
76.918830 110.576240 96.698050 	rh.superiorfrontal
76.870050 111.963620 91.178190 	rh.superiorfrontal
78.526770 111.017240 89.240150 	rh.superiorfrontal
87.400700 109.301400 124.104850 	rh.superiorfrontal
83.922540 109.876480 124.610830 	rh.superiorfrontal
89.763450 110.471080 122.882720 	rh.superiorfrontal
86.222890 110.974260 123.652090 	rh.superiorfrontal
87.042600 111.934480 122.960690 	rh.superiorfrontal
84.412830 111.247700 124.010420 	rh.superiorfrontal
92.301450 110.740060 121.893860 	rh.superiorfrontal
94.584250 111.183530 120.016600 	rh.superiorfrontal
91.061870 111.047090 122.369560 	rh.superiorfrontal
88.676870 111.595590 122.852350 	rh.superiorfrontal
77.675290 108.472950 121.964090 	rh.superiorfrontal
78.535480 109.378590 122.986640 	rh.superiorfrontal
76.111330 109.412300 121.371790 	rh.superiorfrontal
78.115080 107.371140 120.963730 	rh.superiorfrontal
77.730050 111.117580 123.150670 	rh.superiorfrontal
80.133910 108.967560 123.606040 	rh.superiorfrontal
75.794160 108.761180 120.445060 	rh.superiorfrontal
75.990530 111.042350 121.841840 	rh.superiorfrontal
78.939100 106.683340 120.337560 	rh.superiorfrontal
78.400880 106.173510 118.706490 	rh.superiorfrontal
80.066300 106.662020 120.906040 	rh.superiorfrontal
76.912580 107.514230 120.183390 	rh.superiorfrontal
76.222680 107.177450 118.750710 	rh.superiorfrontal
74.691000 109.233430 119.306930 	rh.superiorfrontal
96.051760 109.996490 117.468660 	rh.superiorfrontal
95.248890 111.324020 118.603410 	rh.superiorfrontal
74.880340 108.066250 118.160550 	rh.superiorfrontal
74.009630 110.587900 118.725870 	rh.superiorfrontal
94.885800 110.832940 115.346000 	rh.superiorfrontal
94.522850 111.786660 116.158480 	rh.superiorfrontal
79.362780 105.971370 117.842660 	rh.superiorfrontal
76.886970 106.524640 117.899980 	rh.superiorfrontal
79.109910 105.796060 116.464790 	rh.superiorfrontal
80.842220 106.105990 118.456220 	rh.superiorfrontal
74.137590 108.514140 116.529980 	rh.superiorfrontal
92.036130 112.173560 113.626740 	rh.superiorfrontal
73.660570 110.248380 115.853120 	rh.superiorfrontal
73.911570 109.830040 113.021930 	rh.superiorfrontal
90.555280 112.161310 110.974820 	rh.superiorfrontal
89.930180 111.766050 108.315130 	rh.superiorfrontal
73.785920 109.118150 108.131970 	rh.superiorfrontal
73.996690 109.988790 111.260120 	rh.superiorfrontal
80.546000 112.717480 88.396700 	rh.superiorfrontal
74.291230 110.773450 108.243410 	rh.superiorfrontal
79.247000 112.539810 89.590610 	rh.superiorfrontal
80.800030 111.061000 87.626030 	rh.superiorfrontal
93.411080 111.882320 120.842480 	rh.superiorfrontal
90.486160 112.596850 122.209780 	rh.superiorfrontal
89.157700 112.790890 122.404770 	rh.superiorfrontal
86.899010 113.383920 122.397290 	rh.superiorfrontal
79.044420 112.428900 123.302190 	rh.superiorfrontal
75.318670 112.125430 121.064990 	rh.superiorfrontal
94.960420 112.256490 117.827180 	rh.superiorfrontal
88.422750 113.879450 122.090340 	rh.superiorfrontal
86.155500 114.445870 121.859870 	rh.superiorfrontal
94.066490 113.097840 115.958030 	rh.superiorfrontal
92.947770 112.880840 114.284560 	rh.superiorfrontal
91.758960 112.710670 112.531430 	rh.superiorfrontal
73.722050 111.154950 116.902630 	rh.superiorfrontal
73.986240 110.974740 113.931870 	rh.superiorfrontal
74.635860 111.016600 110.204130 	rh.superiorfrontal
75.371310 112.028560 110.602180 	rh.superiorfrontal
76.489400 112.565970 109.474870 	rh.superiorfrontal
74.892230 112.883250 111.828670 	rh.superiorfrontal
76.531400 117.924400 88.193660 	rh.superiorfrontal
78.356880 114.138330 122.571840 	rh.superiorfrontal
80.996240 111.928330 123.929540 	rh.superiorfrontal
93.480340 113.274110 120.285690 	rh.superiorfrontal
90.959180 113.890600 121.776300 	rh.superiorfrontal
89.517170 114.764020 121.726060 	rh.superiorfrontal
75.630780 113.612750 121.300610 	rh.superiorfrontal
74.240450 111.884010 119.540680 	rh.superiorfrontal
76.676000 114.459480 121.917240 	rh.superiorfrontal
74.625140 114.567610 119.967290 	rh.superiorfrontal
94.365040 113.507880 118.682440 	rh.superiorfrontal
87.044760 115.970300 121.147260 	rh.superiorfrontal
84.876780 114.701580 121.605540 	rh.superiorfrontal
73.895550 113.091240 118.402210 	rh.superiorfrontal
73.601200 112.720350 116.617120 	rh.superiorfrontal
74.165360 112.627830 113.187790 	rh.superiorfrontal
76.770630 113.348660 109.145800 	rh.superiorfrontal
90.215560 112.598630 109.366900 	rh.superiorfrontal
99.282880 113.883850 103.836550 	rh.superiorfrontal
92.379600 114.141010 120.941310 	rh.superiorfrontal
92.830370 115.925370 119.822700 	rh.superiorfrontal
79.233740 115.645840 122.084490 	rh.superiorfrontal
94.238090 114.225660 117.682190 	rh.superiorfrontal
73.968140 114.287520 118.594330 	rh.superiorfrontal
73.718940 113.466850 114.822410 	rh.superiorfrontal
91.257620 112.819320 111.386640 	rh.superiorfrontal
75.508630 111.109130 95.397050 	rh.superiorfrontal
88.883740 115.793450 121.320410 	rh.superiorfrontal
81.527130 114.638720 122.309370 	rh.superiorfrontal
82.634340 115.203270 121.625660 	rh.superiorfrontal
80.482510 115.752830 121.897540 	rh.superiorfrontal
81.936620 113.046140 123.301510 	rh.superiorfrontal
76.262410 116.121290 121.094830 	rh.superiorfrontal
86.469700 117.101180 120.570410 	rh.superiorfrontal
82.960730 116.386780 120.850130 	rh.superiorfrontal
83.810980 114.036990 122.117720 	rh.superiorfrontal
74.963200 116.091440 119.938230 	rh.superiorfrontal
93.805200 115.776340 118.165700 	rh.superiorfrontal
73.454030 115.241330 116.653560 	rh.superiorfrontal
93.714090 113.524620 115.082250 	rh.superiorfrontal
92.670600 113.417960 113.189250 	rh.superiorfrontal
94.674260 114.794210 115.109280 	rh.superiorfrontal
74.683400 113.996340 111.084940 	rh.superiorfrontal
90.916850 113.256640 109.778710 	rh.superiorfrontal
89.757470 117.005120 120.698130 	rh.superiorfrontal
80.702170 117.072090 120.914320 	rh.superiorfrontal
78.263600 117.549000 121.106360 	rh.superiorfrontal
91.662410 117.141290 119.920760 	rh.superiorfrontal
85.109340 117.227840 120.305840 	rh.superiorfrontal
87.129110 118.300320 120.029710 	rh.superiorfrontal
85.002740 118.539190 119.353660 	rh.superiorfrontal
84.406730 116.352970 120.627240 	rh.superiorfrontal
80.296450 118.294570 119.961120 	rh.superiorfrontal
82.073590 117.140830 120.550620 	rh.superiorfrontal
76.973040 117.704070 120.771290 	rh.superiorfrontal
79.106650 118.879210 119.965080 	rh.superiorfrontal
76.222800 119.410410 119.736270 	rh.superiorfrontal
74.334830 117.296080 118.872820 	rh.superiorfrontal
73.499280 114.791560 114.667860 	rh.superiorfrontal
73.482770 116.727120 116.959970 	rh.superiorfrontal
72.750010 116.204360 113.735600 	rh.superiorfrontal
85.471210 118.888640 116.889070 	rh.superiorfrontal
85.198990 119.556200 116.882470 	rh.superiorfrontal
85.212470 119.173160 116.353820 	rh.superiorfrontal
85.828420 119.787180 117.302440 	rh.superiorfrontal
99.712210 115.247500 103.040780 	rh.superiorfrontal
74.442660 112.326160 99.287650 	rh.superiorfrontal
73.934670 112.199530 97.853290 	rh.superiorfrontal
74.131910 113.143290 100.772580 	rh.superiorfrontal
72.643820 113.042630 97.573560 	rh.superiorfrontal
72.191350 113.155680 96.159950 	rh.superiorfrontal
72.148780 114.458770 98.342170 	rh.superiorfrontal
73.172500 112.483550 94.920010 	rh.superiorfrontal
71.537070 114.308180 96.234540 	rh.superiorfrontal
72.892340 112.802670 93.793020 	rh.superiorfrontal
91.892870 118.616210 118.792710 	rh.superiorfrontal
88.578940 118.381100 119.984280 	rh.superiorfrontal
86.402600 119.218400 119.075190 	rh.superiorfrontal
81.364130 118.972770 118.882280 	rh.superiorfrontal
78.776870 120.383060 118.965020 	rh.superiorfrontal
86.581990 120.058010 118.242570 	rh.superiorfrontal
83.903320 118.918170 118.658700 	rh.superiorfrontal
84.277390 119.995220 117.434620 	rh.superiorfrontal
82.476120 118.235310 119.350360 	rh.superiorfrontal
81.181410 119.989550 117.705540 	rh.superiorfrontal
74.883800 119.033340 118.993250 	rh.superiorfrontal
72.635820 117.593120 115.468480 	rh.superiorfrontal
94.400030 116.537900 117.090310 	rh.superiorfrontal
85.570720 120.071690 116.767200 	rh.superiorfrontal
94.945150 114.423730 113.743560 	rh.superiorfrontal
95.338570 115.765540 115.741210 	rh.superiorfrontal
75.443710 113.924450 109.529380 	rh.superiorfrontal
73.735450 115.293750 110.604360 	rh.superiorfrontal
93.706750 113.691280 112.621210 	rh.superiorfrontal
96.442270 114.681480 112.995920 	rh.superiorfrontal
74.792620 114.842840 108.370490 	rh.superiorfrontal
94.117280 113.490470 111.080160 	rh.superiorfrontal
76.396190 113.754360 106.491240 	rh.superiorfrontal
91.545690 113.383040 108.582690 	rh.superiorfrontal
93.207590 113.452220 109.308510 	rh.superiorfrontal
99.979860 115.056450 105.824080 	rh.superiorfrontal
99.852570 114.854960 107.609380 	rh.superiorfrontal
100.368210 116.593990 105.500250 	rh.superiorfrontal
94.585420 113.429630 107.899940 	rh.superiorfrontal
99.580210 117.407770 103.192820 	rh.superiorfrontal
98.695290 117.470070 100.360910 	rh.superiorfrontal
73.424920 114.132560 101.017580 	rh.superiorfrontal
72.503400 115.033900 99.723540 	rh.superiorfrontal
72.449720 116.525630 100.168900 	rh.superiorfrontal
71.613880 115.344890 97.509980 	rh.superiorfrontal
71.878250 117.051590 97.066020 	rh.superiorfrontal
71.579660 115.629150 95.249790 	rh.superiorfrontal
73.508320 113.306510 92.458810 	rh.superiorfrontal
71.901570 114.019460 93.631250 	rh.superiorfrontal
72.517550 114.523400 92.297040 	rh.superiorfrontal
71.670560 115.561860 94.071480 	rh.superiorfrontal
79.281090 114.787050 87.838820 	rh.superiorfrontal
89.348980 119.638750 118.929460 	rh.superiorfrontal
87.362720 120.647200 117.616790 	rh.superiorfrontal
77.183570 120.759170 119.070150 	rh.superiorfrontal
74.389550 120.292710 118.048140 	rh.superiorfrontal
93.141870 119.178900 117.604440 	rh.superiorfrontal
90.757970 119.737680 118.515250 	rh.superiorfrontal
83.452430 120.257900 116.515020 	rh.superiorfrontal
82.101040 120.305140 116.565190 	rh.superiorfrontal
84.247120 120.893380 115.098360 	rh.superiorfrontal
81.841280 120.940910 114.791420 	rh.superiorfrontal
79.784050 120.814090 117.783200 	rh.superiorfrontal
72.291870 119.158350 115.993240 	rh.superiorfrontal
94.342060 118.257630 117.056940 	rh.superiorfrontal
95.340840 119.127610 115.794130 	rh.superiorfrontal
92.598790 120.560300 116.727050 	rh.superiorfrontal
85.414010 120.907170 115.854000 	rh.superiorfrontal
97.414850 116.624240 114.387410 	rh.superiorfrontal
96.348470 116.742340 115.299180 	rh.superiorfrontal
98.266580 118.022240 113.935290 	rh.superiorfrontal
97.693570 115.635860 113.430200 	rh.superiorfrontal
96.407670 118.385800 115.386580 	rh.superiorfrontal
97.453160 119.164090 114.312710 	rh.superiorfrontal
94.658770 120.976230 115.013600 	rh.superiorfrontal
83.309220 121.060500 113.834670 	rh.superiorfrontal
83.435920 121.163620 112.171480 	rh.superiorfrontal
72.352240 116.877460 112.678040 	rh.superiorfrontal
72.937740 116.377080 111.084700 	rh.superiorfrontal
71.601970 118.821310 112.686130 	rh.superiorfrontal
99.262620 117.906630 112.540780 	rh.superiorfrontal
98.880590 115.667940 111.786560 	rh.superiorfrontal
73.725610 115.730020 108.828050 	rh.superiorfrontal
71.991310 117.852800 109.679600 	rh.superiorfrontal
98.614270 114.683350 110.441660 	rh.superiorfrontal
99.597900 116.540720 111.349270 	rh.superiorfrontal
95.993700 114.129720 111.445790 	rh.superiorfrontal
75.217470 114.682850 107.108730 	rh.superiorfrontal
73.173130 116.645070 107.417690 	rh.superiorfrontal
96.979730 114.099390 110.535180 	rh.superiorfrontal
98.951970 114.242720 108.652170 	rh.superiorfrontal
96.480100 113.437460 108.762090 	rh.superiorfrontal
100.185570 116.630100 109.687840 	rh.superiorfrontal
100.336100 115.979180 108.206380 	rh.superiorfrontal
100.229550 118.362430 109.632750 	rh.superiorfrontal
74.427760 115.058830 105.795760 	rh.superiorfrontal
100.514200 116.950980 106.977740 	rh.superiorfrontal
100.238300 118.587010 107.956720 	rh.superiorfrontal
75.952190 120.563070 85.834370 	rh.superiorfrontal
99.840600 117.928210 104.470010 	rh.superiorfrontal
73.050910 116.125350 103.675850 	rh.superiorfrontal
98.727340 118.442810 101.691470 	rh.superiorfrontal
72.759890 117.431100 101.421050 	rh.superiorfrontal
72.770000 117.776670 99.069710 	rh.superiorfrontal
77.385300 125.043550 97.590340 	rh.superiorfrontal
96.494570 119.664430 97.589940 	rh.superiorfrontal
71.862160 117.496960 95.609520 	rh.superiorfrontal
78.412700 115.933660 86.840340 	rh.superiorfrontal
88.518380 120.710300 117.681580 	rh.superiorfrontal
76.599860 122.197250 118.248460 	rh.superiorfrontal
73.236620 120.258510 117.052770 	rh.superiorfrontal
75.144740 122.107860 117.969460 	rh.superiorfrontal
91.232880 120.817380 117.191770 	rh.superiorfrontal
89.838620 121.419840 116.568710 	rh.superiorfrontal
86.453490 121.211840 115.763460 	rh.superiorfrontal
79.643840 122.161830 116.910530 	rh.superiorfrontal
72.797030 121.840200 116.031130 	rh.superiorfrontal
71.655770 119.714540 114.269580 	rh.superiorfrontal
93.116890 121.486540 115.397900 	rh.superiorfrontal
80.781130 121.971980 115.059120 	rh.superiorfrontal
92.278310 122.453590 114.249570 	rh.superiorfrontal
71.388220 119.631270 111.245380 	rh.superiorfrontal
96.923450 120.675490 113.697280 	rh.superiorfrontal
95.195890 121.746900 113.990610 	rh.superiorfrontal
99.621000 119.169450 111.133210 	rh.superiorfrontal
84.965170 121.174360 111.554820 	rh.superiorfrontal
84.935670 121.152190 109.881880 	rh.superiorfrontal
86.475580 121.554110 112.247470 	rh.superiorfrontal
83.155580 121.699910 111.439990 	rh.superiorfrontal
72.236530 117.685200 107.790030 	rh.superiorfrontal
71.192090 119.163120 109.831060 	rh.superiorfrontal
98.613010 120.966460 111.267070 	rh.superiorfrontal
86.166080 121.418720 109.126280 	rh.superiorfrontal
84.180530 121.678520 110.123010 	rh.superiorfrontal
73.450330 116.134320 105.648290 	rh.superiorfrontal
71.646330 118.571360 106.507910 	rh.superiorfrontal
99.804220 120.106970 106.943300 	rh.superiorfrontal
99.552500 119.805160 104.934080 	rh.superiorfrontal
72.685310 117.454020 103.134780 	rh.superiorfrontal
72.197710 118.728070 104.503410 	rh.superiorfrontal
98.254900 119.875500 101.595070 	rh.superiorfrontal
73.049810 118.806550 101.064480 	rh.superiorfrontal
73.355750 118.851770 99.623890 	rh.superiorfrontal
96.444180 120.724920 98.665930 	rh.superiorfrontal
73.301670 120.438680 97.026220 	rh.superiorfrontal
71.751730 119.241580 94.498690 	rh.superiorfrontal
72.036320 118.241610 92.331750 	rh.superiorfrontal
76.570280 116.581460 89.027140 	rh.superiorfrontal
77.714840 116.575190 87.850800 	rh.superiorfrontal
75.395330 118.013060 88.660020 	rh.superiorfrontal
72.739700 118.134250 90.912170 	rh.superiorfrontal
89.701320 121.987810 115.296470 	rh.superiorfrontal
90.944450 122.447050 114.207770 	rh.superiorfrontal
88.426170 122.133880 114.107710 	rh.superiorfrontal
86.923700 121.680950 114.038410 	rh.superiorfrontal
78.710390 123.373950 117.065810 	rh.superiorfrontal
81.448360 122.847910 114.322870 	rh.superiorfrontal
71.994170 121.369030 114.487730 	rh.superiorfrontal
97.212630 121.608380 112.549760 	rh.superiorfrontal
95.543440 122.951780 111.897200 	rh.superiorfrontal
94.321330 122.844830 112.799680 	rh.superiorfrontal
90.625080 122.775210 112.413540 	rh.superiorfrontal
92.944580 123.041200 112.673200 	rh.superiorfrontal
89.412330 122.471260 112.237880 	rh.superiorfrontal
98.545720 122.176940 109.949600 	rh.superiorfrontal
89.225940 122.207340 110.787760 	rh.superiorfrontal
92.017320 123.054790 111.508330 	rh.superiorfrontal
87.792730 121.744210 110.867790 	rh.superiorfrontal
